Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    0.74,     3.000,     3.000,     0.000,     0.000,     3.000
    0.75,     3.000,     3.000,     0.000,     0.000,     3.000
    0.76,     3.000,     3.000,     0.000,     0.000,     3.000
    0.77,     3.000,     3.000,     0.000,     0.000,     3.000
    0.78,     3.000,     3.000,     0.000,     0.000,     3.000
    0.79,     3.000,     3.000,     0.000,     0.000,     3.000
    0.80,     3.000,     3.000,     0.000,     0.000,     3.000
    0.81,     3.000,     3.000,     0.000,     0.000,     3.000
    0.82,     3.000,     3.000,     0.000,     0.000,     3.000
    0.83,     3.000,     3.000,     0.000,     0.000,     3.000
    0.84,     3.000,     3.000,     0.000,     0.000,     3.000
    0.85,     3.000,     3.000,     0.000,     0.000,     3.000
    0.86,     3.000,     3.000,     0.000,     0.000,     3.000
    0.87,     3.000,     3.000,     0.000,     0.000,     3.000
    0.88,     3.000,     3.000,     0.000,     0.000,     3.000
    0.89,     3.000,     3.000,     0.000,     0.000,     3.000
    0.90,     3.000,     3.000,     0.000,     0.000,     3.000
    0.91,     3.000,     3.000,     0.000,     0.000,     3.000
    0.92,     3.000,     3.000,     0.000,     0.000,     3.000
    0.93,     3.000,     3.000,     0.000,     0.000,     3.000
    0.94,     3.000,     3.000,     0.000,     0.000,     3.000
    0.95,     3.000,     3.000,     0.000,     0.000,     3.000
    0.96,     3.000,     3.000,     0.000,     0.000,     3.000
    0.97,     3.000,     3.000,     0.000,     0.000,     3.000
    0.98,     3.000,     3.000,     0.000,     0.000,     3.000
    0.99,     3.000,     3.000,     0.000,     0.000,     3.000
    1.00,     3.000,     3.000,     0.000,     0.000,     3.000
    1.01,     3.000,     3.000,     0.000,     0.000,     3.000
    1.02,     3.000,     3.000,     0.000,     0.000,     3.000
    1.03,     3.000,     3.000,     0.000,     0.000,     3.000
    1.04,     3.000,     3.000,     0.000,     0.000,     3.000
    1.05,     3.000,     3.000,     0.000,     0.000,     3.000
    1.06,     3.000,     3.000,     0.000,     0.000,     3.000
    1.07,     3.000,     3.000,     0.000,     0.000,     3.000
    1.08,     3.000,     3.000,     0.000,     0.000,     3.000
    1.09,     3.000,     3.000,     0.000,     0.000,     3.000
    1.10,     3.000,     3.000,     0.000,     0.000,     3.000
    1.11,     3.000,     3.000,     0.000,     0.000,     3.000
    1.12,     3.000,     3.000,     0.000,     0.000,     3.000
    1.13,     3.000,     3.000,     0.000,     0.000,     3.000
    1.14,     3.000,     3.000,     0.000,     0.000,     3.000
    1.15,     3.000,     2.669,     0.331,     0.000,     2.669
    1.16,     3.000,     0.000,     3.000,     0.000,     0.000
    1.17,     3.000,     2.959,     0.041,     0.000,     2.959
    1.18,     3.000,     2.912,     0.088,     0.000,     2.912
    1.19,     3.000,     2.878,     0.122,     0.000,     2.878
    1.20,     3.000,     2.848,     0.152,     0.000,     2.848
    1.21,     3.000,     2.821,     0.179,     0.000,     2.820
    1.22,     3.000,     2.795,     0.205,     0.000,     2.795
    1.23,     3.000,     2.771,     0.229,     0.000,     2.771
    1.24,     3.000,     2.748,     0.252,     0.000,     2.748
    1.25,     3.000,     2.725,     0.275,     0.000,     2.725
    1.26,     3.000,     2.704,     0.296,     0.000,     2.704
    1.27,     3.000,     2.682,     0.318,     0.000,     2.682
    1.28,     3.000,     2.662,     0.338,     0.000,     2.662
    1.29,     3.000,     2.641,     0.359,     0.000,     2.641
    1.30,     3.000,     2.621,     0.379,     0.000,     2.621
    1.31,     3.000,     2.602,     0.398,     0.000,     2.602
    1.32,     3.000,     2.582,     0.418,     0.000,     2.582
    1.33,     3.000,     2.563,     0.437,     0.000,     2.563
    1.34,     3.000,     2.544,     0.456,     0.000,     2.544
    1.35,     3.000,     2.525,     0.475,     0.000,     2.525
    1.36,     3.000,     2.506,     0.494,     0.000,     2.506
    1.37,     3.000,     2.487,     0.513,     0.000,     2.487
    1.38,     3.000,     2.468,     0.532,     0.000,     2.468
    1.39,     3.000,     2.450,     0.550,     0.000,     2.450
    1.40,     3.000,     2.431,     0.569,     0.000,     2.431
    1.41,     3.000,     2.413,     0.587,     0.000,     2.413
    1.42,     3.000,     2.394,     0.606,     0.000,     2.394
    1.43,     3.000,     2.376,     0.624,     0.000,     2.376
    1.44,     3.000,     2.357,     0.643,     0.000,     2.357
    1.45,     3.000,     2.339,     0.661,     0.000,     2.339
    1.46,     3.000,     2.321,     0.679,     0.000,     2.321
    1.47,     3.000,     2.303,     0.697,     0.000,     2.303
    1.48,     3.000,     2.285,     0.715,     0.000,     2.285
    1.49,     3.000,     2.267,     0.733,     0.000,     2.267
    1.50,     3.000,     2.250,     0.750,     0.000,     2.250
    1.51,     3.000,     2.232,     0.768,     0.000,     2.232
    1.52,     3.000,     2.214,     0.786,     0.000,     2.214
    1.53,     3.000,     2.197,     0.803,     0.000,     2.197
    1.54,     3.000,     2.180,     0.820,     0.000,     2.180
    1.55,     3.000,     2.162,     0.838,     0.000,     2.162
    1.56,     3.000,     2.145,     0.855,     0.000,     2.145
    1.57,     3.000,     2.128,     0.872,     0.000,     2.128
    1.58,     3.000,     2.111,     0.889,     0.000,     2.111
    1.59,     3.000,     2.095,     0.905,     0.000,     2.095
    1.60,     3.000,     2.078,     0.922,     0.000,     2.078
    1.61,     3.000,     2.062,     0.938,     0.000,     2.062
    1.62,     3.000,     2.045,     0.955,     0.000,     2.045
    1.63,     3.000,     2.029,     0.971,     0.000,     2.029
    1.64,     3.000,     2.013,     0.987,     0.000,     2.013
    1.65,     3.000,     1.997,     1.003,     0.000,     1.997
    1.66,     3.000,     1.981,     1.019,     0.000,     1.981
    1.67,     3.000,     1.966,     1.034,     0.000,     1.966
    1.68,     3.000,     1.950,     1.050,     0.000,     1.950
    1.69,     3.000,     1.935,     1.065,     0.000,     1.935
    1.70,     3.000,     1.919,     1.081,     0.000,     1.919
    1.71,     3.000,     1.904,     1.096,     0.000,     1.904
    1.72,     3.000,     1.889,     1.111,     0.000,     1.889
    1.73,     3.000,     1.875,     1.125,     0.000,     1.875
    1.74,     3.000,     1.860,     1.140,     0.000,     1.860
    1.75,     3.000,     1.845,     1.155,     0.000,     1.845
    1.76,     3.000,     1.831,     1.169,     0.000,     1.831
    1.77,     3.000,     1.817,     1.183,     0.000,     1.817
    1.78,     3.000,     1.803,     1.197,     0.000,     1.803
    1.79,     3.000,     1.789,     1.211,     0.000,     1.789
    1.80,     3.000,     1.775,     1.225,     0.000,     1.775
    1.81,     3.000,     1.761,     1.239,     0.000,     1.761
    1.82,     3.000,     1.747,     1.253,     0.000,     1.747
    1.83,     3.000,     1.734,     1.266,     0.000,     1.734
    1.84,     3.000,     1.721,     1.279,     0.000,     1.721
    1.85,     3.000,     1.708,     1.292,     0.000,     1.707
    1.86,     3.000,     1.694,     1.306,     0.000,     1.694
    1.87,     3.000,     1.682,     1.318,     0.000,     1.682
    1.88,     3.000,     1.669,     1.331,     0.000,     1.669
    1.89,     3.000,     1.656,     1.344,     0.000,     1.656
    1.90,     3.000,     1.644,     1.356,     0.000,     1.644
    1.91,     3.000,     1.631,     1.369,     0.000,     1.631
    1.92,     3.000,     1.619,     1.381,     0.000,     1.619
    1.93,     3.000,     1.607,     1.393,     0.000,     1.607
    1.94,     3.000,     1.595,     1.405,     0.000,     1.595
    1.95,     3.000,     1.583,     1.417,     0.000,     1.583
    1.96,     3.000,     1.571,     1.429,     0.000,     1.571
    1.97,     3.000,     1.559,     1.441,     0.000,     1.559
    1.98,     3.000,     1.548,     1.452,     0.000,     1.548
    1.99,     3.000,     1.537,     1.463,     0.000,     1.537
    2.00,     3.000,     1.525,     1.475,     0.000,     1.525
    2.01,     3.000,     1.514,     1.486,     0.000,     1.514
    2.02,     3.000,     1.503,     1.497,     0.000,     1.503
    2.03,     3.000,     1.492,     1.508,     0.000,     1.492
    2.04,     3.000,     1.481,     1.519,     0.000,     1.481
    2.05,     3.000,     1.470,     1.530,     0.000,     1.470
    2.06,     3.000,     1.460,     1.540,     0.000,     1.460
    2.07,     3.000,     1.449,     1.551,     0.000,     1.449
    2.08,     3.000,     1.439,     1.561,     0.000,     1.439
    2.09,     3.000,     1.429,     1.571,     0.000,     1.429
    2.10,     3.000,     1.418,     1.582,     0.000,     1.418
    2.11,     3.000,     1.408,     1.592,     0.000,     1.408
    2.12,     3.000,     1.398,     1.602,     0.000,     1.398
    2.13,     3.000,     1.388,     1.612,     0.000,     1.388
    2.14,     3.000,     1.379,     1.621,     0.000,     1.379
    2.15,     3.000,     1.369,     1.631,     0.000,     1.369
    2.16,     3.000,     1.359,     1.641,     0.000,     1.359
    2.17,     3.000,     1.350,     1.650,     0.000,     1.350
    2.18,     3.000,     1.341,     1.659,     0.000,     1.341
    2.19,     3.000,     1.331,     1.669,     0.000,     1.331
    2.20,     3.000,     1.322,     1.678,     0.000,     1.322
    2.21,     3.000,     1.313,     1.687,     0.000,     1.313
    2.22,     3.000,     1.304,     1.696,     0.000,     1.304
    2.23,     3.000,     1.295,     1.705,     0.000,     1.295
    2.24,     3.000,     1.286,     1.714,     0.000,     1.286
    2.25,     3.000,     1.277,     1.723,     0.000,     1.277
    2.26,     3.000,     1.269,     1.731,     0.000,     1.269
    2.27,     3.000,     1.260,     1.740,     0.000,     1.260
    2.28,     3.000,     1.252,     1.748,     0.000,     1.252
    2.29,     3.000,     1.243,     1.757,     0.000,     1.243
    2.30,     3.000,     1.235,     1.765,     0.000,     1.235
    2.31,     3.000,     1.227,     1.773,     0.000,     1.227
    2.32,     3.000,     1.219,     1.781,     0.000,     1.219
    2.33,     3.000,     1.210,     1.790,     0.000,     1.210
    2.34,     3.000,     1.203,     1.797,     0.000,     1.202
    2.35,     3.000,     1.195,     1.805,     0.000,     1.195
    2.36,     3.000,     1.187,     1.813,     0.000,     1.187
    2.37,     3.000,     1.179,     1.821,     0.000,     1.179
    2.38,     3.000,     1.171,     1.829,     0.000,     1.171
    2.39,     3.000,     1.164,     1.836,     0.000,     1.164
    2.40,     3.000,     1.156,     1.844,     0.000,     1.156
    2.41,     3.000,     1.149,     1.851,     0.000,     1.149
    2.42,     3.000,     1.141,     1.859,     0.000,     1.141
    2.43,     3.000,     1.134,     1.866,     0.000,     1.134
    2.44,     3.000,     1.127,     1.873,     0.000,     1.127
    2.45,     3.000,     1.120,     1.880,     0.000,     1.120
    2.46,     3.000,     1.113,     1.887,     0.000,     1.113
    2.47,     3.000,     1.106,     1.894,     0.000,     1.106
    2.48,     3.000,     1.099,     1.901,     0.000,     1.099
    2.49,     3.000,     1.092,     1.908,     0.000,     1.092
    2.50,     3.000,     1.085,     1.915,     0.000,     1.085
    2.51,     3.000,     1.078,     1.922,     0.000,     1.078
    2.52,     3.000,     1.071,     1.929,     0.000,     1.071
    2.53,     3.000,     1.065,     1.935,     0.000,     1.065
    2.54,     3.000,     1.058,     1.942,     0.000,     1.058
    2.55,     3.000,     1.052,     1.948,     0.000,     1.052
    2.56,     3.000,     1.045,     1.955,     0.000,     1.045
    2.57,     3.000,     1.039,     1.961,     0.000,     1.039
    2.58,     3.000,     1.033,     1.967,     0.000,     1.033
    2.59,     3.000,     1.026,     1.974,     0.000,     1.026
    2.60,     3.000,     1.020,     1.980,     0.000,     1.020
    2.61,     3.000,     1.014,     1.986,     0.000,     1.014
    2.62,     3.000,     1.008,     1.992,     0.000,     1.008
    2.63,     3.000,     1.002,     1.998,     0.000,     1.002
    2.64,     3.000,     0.996,     2.004,     0.000,     0.996
    2.65,     3.000,     0.990,     2.010,     0.000,     0.990
    2.66,     3.000,     0.984,     2.016,     0.000,     0.984
    2.67,     3.000,     0.979,     2.021,     0.000,     0.979
    2.68,     3.000,     0.973,     2.027,     0.000,     0.973
    2.69,     3.000,     0.967,     2.033,     0.000,     0.967
    2.70,     3.000,     0.962,     2.038,     0.000,     0.962
    2.71,     3.000,     0.956,     2.044,     0.000,     0.956
    2.72,     3.000,     0.951,     2.049,     0.000,     0.950
    2.73,     3.000,     0.945,     2.055,     0.000,     0.945
    2.74,     3.000,     0.940,     2.060,     0.000,     0.940
    2.75,     3.000,     0.934,     2.066,     0.000,     0.934
    2.76,     3.000,     0.929,     2.071,     0.000,     0.929
    2.77,     3.000,     0.924,     2.076,     0.000,     0.924
    2.78,     3.000,     0.919,     2.081,     0.000,     0.918
    2.79,     3.000,     0.913,     2.087,     0.000,     0.913
    2.80,     3.000,     0.908,     2.092,     0.000,     0.908
    2.81,     3.000,     0.903,     2.097,     0.000,     0.903
    2.82,     3.000,     0.898,     2.102,     0.000,     0.898
    2.83,     3.000,     0.893,     2.107,     0.000,     0.893
    2.84,     3.000,     0.888,     2.112,     0.000,     0.888
    2.85,     3.000,     0.883,     2.117,     0.000,     0.883
    2.86,     3.000,     0.879,     2.121,     0.000,     0.879
    2.87,     3.000,     0.874,     2.126,     0.000,     0.874
    2.88,     3.000,     0.869,     2.131,     0.000,     0.869
    2.89,     3.000,     0.864,     2.136,     0.000,     0.864
    2.90,     3.000,     0.860,     2.140,     0.000,     0.860
    2.91,     3.000,     0.855,     2.145,     0.000,     0.855
    2.92,     3.000,     0.851,     2.149,     0.000,     0.851
    2.93,     3.000,     0.846,     2.154,     0.000,     0.846
    2.94,     3.000,     0.842,     2.158,     0.000,     0.842
    2.95,     3.000,     0.837,     2.163,     0.000,     0.837
    2.96,     3.000,     0.833,     2.167,     0.000,     0.833
    2.97,     3.000,     0.828,     2.172,     0.000,     0.828
    2.98,     3.000,     0.824,     2.176,     0.000,     0.824
    2.99,     3.000,     0.820,     2.180,     0.000,     0.820
    3.00,     3.000,     0.815,     2.185,     0.000,     0.815
    3.01,     3.000,     0.811,     2.189,     0.000,     0.811
    3.02,     3.000,     0.807,     2.193,     0.000,     0.807
    3.03,     3.000,     0.803,     2.197,     0.000,     0.803
    3.04,     3.000,     0.799,     2.201,     0.000,     0.799
    3.05,     3.000,     0.795,     2.205,     0.000,     0.795
    3.06,     3.000,     0.791,     2.209,     0.000,     0.791
    3.07,     3.000,     0.787,     2.213,     0.000,     0.787
    3.08,     3.000,     0.783,     2.217,     0.000,     0.783
    3.09,     3.000,     0.779,     2.221,     0.000,     0.779
    3.10,     3.000,     0.775,     2.225,     0.000,     0.775
    3.11,     3.000,     0.771,     2.229,     0.000,     0.771
    3.12,     3.000,     0.767,     2.233,     0.000,     0.767
    3.13,     3.000,     0.764,     2.236,     0.000,     0.764
    3.14,     3.000,     0.760,     2.240,     0.000,     0.760
    3.15,     3.000,     0.756,     2.244,     0.000,     0.756
    3.16,     3.000,     0.753,     2.247,     0.000,     0.753
    3.17,     3.000,     0.749,     2.251,     0.000,     0.749
    3.18,     3.000,     0.745,     2.255,     0.000,     0.745
    3.19,     3.000,     0.742,     2.258,     0.000,     0.742
    3.20,     3.000,     0.738,     2.262,     0.000,     0.738
    3.21,     3.000,     0.735,     2.265,     0.000,     0.735
    3.22,     3.000,     0.731,     2.269,     0.000,     0.731
    3.23,     3.000,     0.728,     2.272,     0.000,     0.728
    3.24,     3.000,     0.724,     2.276,     0.000,     0.724
    3.25,     3.000,     0.721,     2.279,     0.000,     0.721
    3.26,     3.000,     0.718,     2.282,     0.000,     0.718
    3.27,     3.000,     0.714,     2.286,     0.000,     0.714
    3.28,     3.000,     0.711,     2.289,     0.000,     0.711
    3.29,     3.000,     0.708,     2.292,     0.000,     0.708
    3.30,     3.000,     0.705,     2.295,     0.000,     0.705
    3.31,     3.000,     0.701,     2.299,     0.000,     0.701
    3.32,     3.000,     0.698,     2.302,     0.000,     0.698
    3.33,     3.000,     0.695,     2.305,     0.000,     0.695
    3.34,     3.000,     0.692,     2.308,     0.000,     0.692
    3.35,     3.000,     0.689,     2.311,     0.000,     0.689
    3.36,     3.000,     0.686,     2.314,     0.000,     0.686
    3.37,     3.000,     0.683,     2.317,     0.000,     0.683
    3.38,     3.000,     0.680,     2.320,     0.000,     0.680
    3.39,     3.000,     0.677,     2.323,     0.000,     0.677
    3.40,     3.000,     0.674,     2.326,     0.000,     0.674
    3.41,     3.000,     0.671,     2.329,     0.000,     0.671
    3.42,     3.000,     0.668,     2.332,     0.000,     0.668
    3.43,     3.000,     0.665,     2.335,     0.000,     0.665
    3.44,     3.000,     0.662,     2.338,     0.000,     0.662
    3.45,     3.000,     0.659,     2.341,     0.000,     0.659
    3.46,     3.000,     0.656,     2.344,     0.000,     0.656
    3.47,     3.000,     0.654,     2.346,     0.000,     0.654
    3.48,     3.000,     0.651,     2.349,     0.000,     0.651
    3.49,     3.000,     0.648,     2.352,     0.000,     0.648
    3.50,     3.000,     0.645,     2.355,     0.000,     0.645
    3.51,     3.000,     0.643,     2.357,     0.000,     0.643
    3.52,     3.000,     0.640,     2.360,     0.000,     0.640
    3.53,     3.000,     0.637,     2.363,     0.000,     0.637
    3.54,     3.000,     0.635,     2.365,     0.000,     0.635
    3.55,     3.000,     0.632,     2.368,     0.000,     0.632
    3.56,     3.000,     0.630,     2.370,     0.000,     0.630
    3.57,     3.000,     0.627,     2.373,     0.000,     0.627
    3.58,     3.000,     0.624,     2.376,     0.000,     0.624
    3.59,     3.000,     0.622,     2.378,     0.000,     0.622
    3.60,     3.000,     0.619,     2.381,     0.000,     0.619
    3.61,     3.000,     0.617,     2.383,     0.000,     0.617
    3.62,     3.000,     0.615,     2.385,     0.000,     0.615
    3.63,     3.000,     0.612,     2.388,     0.000,     0.612
    3.64,     3.000,     0.610,     2.390,     0.000,     0.610
    3.65,     3.000,     0.607,     2.393,     0.000,     0.607
    3.66,     3.000,     0.605,     2.395,     0.000,     0.605
    3.67,     3.000,     0.603,     2.397,     0.000,     0.603
    3.68,     3.000,     0.600,     2.400,     0.000,     0.600
    3.69,     3.000,     0.598,     2.402,     0.000,     0.598
    3.70,     3.000,     0.596,     2.404,     0.000,     0.596
    3.71,     3.000,     0.593,     2.407,     0.000,     0.593
    3.72,     3.000,     0.591,     2.409,     0.000,     0.591
    3.73,     3.000,     0.589,     2.411,     0.000,     0.589
    3.74,     3.000,     0.587,     2.413,     0.000,     0.587
    3.75,     3.000,     0.584,     2.416,     0.000,     0.584
    3.76,     3.000,     0.582,     2.418,     0.000,     0.582
    3.77,     3.000,     0.580,     2.420,     0.000,     0.580
    3.78,     3.000,     0.578,     2.422,     0.000,     0.578
    3.79,     3.000,     0.576,     2.424,     0.000,     0.576
    3.80,     3.000,     0.574,     2.426,     0.000,     0.574
    3.81,     3.000,     0.572,     2.428,     0.000,     0.572
    3.82,     3.000,     0.570,     2.430,     0.000,     0.570
    3.83,     3.000,     0.567,     2.433,     0.000,     0.567
    3.84,     3.000,     0.565,     2.435,     0.000,     0.565
    3.85,     3.000,     0.563,     2.437,     0.000,     0.563
    3.86,     3.000,     0.561,     2.439,     0.000,     0.561
    3.87,     3.000,     0.559,     2.441,     0.000,     0.559
    3.88,     3.000,     0.557,     2.443,     0.000,     0.557
    3.89,     3.000,     0.555,     2.445,     0.000,     0.555
    3.90,     3.000,     0.553,     2.447,     0.000,     0.553
    3.91,     3.000,     0.552,     2.448,     0.000,     0.552
    3.92,     3.000,     0.550,     2.450,     0.000,     0.550
    3.93,     3.000,     0.548,     2.452,     0.000,     0.548
    3.94,     3.000,     0.546,     2.454,     0.000,     0.546
    3.95,     3.000,     0.544,     2.456,     0.000,     0.544
    3.96,     3.000,     0.542,     2.458,     0.000,     0.542
    3.97,     3.000,     0.540,     2.460,     0.000,     0.540
    3.98,     3.000,     0.538,     2.462,     0.000,     0.538
    3.99,     3.000,     0.537,     2.463,     0.000,     0.537
    4.00,     3.000,     0.535,     2.465,     0.000,     0.535
    4.01,     3.000,     0.533,     2.467,     0.000,     0.533
    4.02,     3.000,     0.531,     2.469,     0.000,     0.531
    4.03,     3.000,     0.530,     2.470,     0.000,     0.530
    4.04,     3.000,     0.528,     2.472,     0.000,     0.528
    4.05,     3.000,     0.526,     2.474,     0.000,     0.526
    4.06,     3.000,     0.524,     2.476,     0.000,     0.524
    4.07,     3.000,     0.523,     2.477,     0.000,     0.523
    4.08,     3.000,     0.521,     2.479,     0.000,     0.521
    4.09,     3.000,     0.519,     2.481,     0.000,     0.519
    4.10,     3.000,     0.518,     2.482,     0.000,     0.518
    4.11,     3.000,     0.516,     2.484,     0.000,     0.516
    4.12,     3.000,     0.514,     2.486,     0.000,     0.514
    4.13,     3.000,     0.513,     2.487,     0.000,     0.513
    4.14,     3.000,     0.511,     2.489,     0.000,     0.511
    4.15,     3.000,     0.510,     2.490,     0.000,     0.510
    4.16,     3.000,     0.508,     2.492,     0.000,     0.508
    4.17,     3.000,     0.506,     2.494,     0.000,     0.506
    4.18,     3.000,     0.505,     2.495,     0.000,     0.505
    4.19,     3.000,     0.503,     2.497,     0.000,     0.503
    4.20,     3.000,     0.502,     2.498,     0.000,     0.502
    4.21,     3.000,     0.500,     2.500,     0.000,     0.500
    4.22,     3.000,     0.499,     2.501,     0.000,     0.499
    4.23,     3.000,     0.497,     2.503,     0.000,     0.497
    4.24,     3.000,     0.496,     2.504,     0.000,     0.496
    4.25,     3.000,     0.494,     2.506,     0.000,     0.494
    4.26,     3.000,     0.493,     2.507,     0.000,     0.493
    4.27,     3.000,     0.491,     2.509,     0.000,     0.491
    4.28,     3.000,     0.490,     2.510,     0.000,     0.490
    4.29,     3.000,     0.489,     2.511,     0.000,     0.489
    4.30,     3.000,     0.487,     2.513,     0.000,     0.487
    4.31,     3.000,     0.486,     2.514,     0.000,     0.486
    4.32,     3.000,     0.484,     2.516,     0.000,     0.484
    4.33,     3.000,     0.483,     2.517,     0.000,     0.483
    4.34,     3.000,     0.482,     2.518,     0.000,     0.482
    4.35,     3.000,     0.480,     2.520,     0.000,     0.480
    4.36,     3.000,     0.479,     2.521,     0.000,     0.479
    4.37,     3.000,     0.478,     2.522,     0.000,     0.478
    4.38,     3.000,     0.476,     2.524,     0.000,     0.476
    4.39,     3.000,     0.475,     2.525,     0.000,     0.475
    4.40,     3.000,     0.474,     2.526,     0.000,     0.474
    4.41,     3.000,     0.472,     2.528,     0.000,     0.472
    4.42,     3.000,     0.471,     2.529,     0.000,     0.471
    4.43,     3.000,     0.470,     2.530,     0.000,     0.470
    4.44,     3.000,     0.468,     2.532,     0.000,     0.468
    4.45,     3.000,     0.467,     2.533,     0.000,     0.467
    4.46,     3.000,     0.466,     2.534,     0.000,     0.466
    4.47,     3.000,     0.465,     2.535,     0.000,     0.465
    4.48,     3.000,     0.463,     2.537,     0.000,     0.463
    4.49,     3.000,     0.462,     2.538,     0.000,     0.462
    4.50,     3.000,     0.461,     2.539,     0.000,     0.461
    4.51,     3.000,     0.460,     2.540,     0.000,     0.460
    4.52,     3.000,     0.459,     2.541,     0.000,     0.459
    4.53,     3.000,     0.457,     2.543,     0.000,     0.457
    4.54,     3.000,     0.456,     2.544,     0.000,     0.456
    4.55,     3.000,     0.455,     2.545,     0.000,     0.455
    4.56,     3.000,     0.454,     2.546,     0.000,     0.454
    4.57,     3.000,     0.453,     2.547,     0.000,     0.453
    4.58,     3.000,     0.452,     2.548,     0.000,     0.452
    4.59,     3.000,     0.450,     2.550,     0.000,     0.450
    4.60,     3.000,     0.449,     2.551,     0.000,     0.449
    4.61,     3.000,     0.448,     2.552,     0.000,     0.448
    4.62,     3.000,     0.447,     2.553,     0.000,     0.447
    4.63,     3.000,     0.446,     2.554,     0.000,     0.446
